epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
13,13574.7,0.85826,0.47981,0.03728,0.67293,0.63122,0.65081,0.26347,0.74218,0.53061,0.03865,0.00146896,0.00146896,0.00146896
14,14616.8,0.84895,0.48238,0.03584,0.6805,0.5777,0.60025,0.24571,0.79259,0.48911,0.03889,0.00145246,0.00145246,0.00145246
15,15658.4,0.85438,0.47411,0.03799,0.69866,0.58612,0.60915,0.24854,0.78173,0.51453,0.04117,0.00143595,0.00143595,0.00143595
16,16700.5,0.87704,0.46184,0.03877,0.70388,0.59581,0.62601,0.25864,0.77426,0.48587,0.03869,0.00141945,0.00141945,0.00141945
17,17741.4,0.84891,0.46571,0.03606,0.67041,0.61107,0.62871,0.24577,0.7624,0.49144,0.03663,0.00140295,0.00140295,0.00140295
18,18782.6,0.83744,0.46384,0.03631,0.7155,0.57334,0.61956,0.24235,0.79039,0.50733,0.04213,0.00138644,0.00138644,0.00138644
19,19822.7,0.83632,0.46393,0.0362,0.73362,0.61755,0.65787,0.26814,0.74471,0.49772,0.03717,0.00136994,0.00136994,0.00136994
20,20863.8,0.86207,0.4518,0.03607,0.67293,0.62504,0.64114,0.25774,0.74401,0.5183,0.03556,0.00135344,0.00135344,0.00135344
21,21903.5,0.83156,0.45989,0.03482,0.68436,0.58011,0.61656,0.23151,0.79013,0.50936,0.03921,0.00133693,0.00133693,0.00133693
22,22942.8,0.82471,0.46875,0.03499,0.70779,0.61191,0.63559,0.24718,0.77735,0.47677,0.0382,0.00132043,0.00132043,0.00132043
23,23981.7,0.82436,0.46348,0.03445,0.70014,0.63131,0.66398,0.26976,0.73012,0.51242,0.03698,0.00130393,0.00130393,0.00130393
24,25020.4,0.8203,0.46354,0.03542,0.67544,0.61788,0.61836,0.25743,0.74961,0.49355,0.03769,0.00128742,0.00128742,0.00128742
25,26057.8,0.82433,0.46772,0.03538,0.68923,0.62027,0.64292,0.25608,0.79519,0.47455,0.04152,0.00127092,0.00127092,0.00127092
26,27095.7,0.80918,0.45824,0.0328,0.69416,0.65498,0.6626,0.27356,0.72581,0.50811,0.03363,0.00125442,0.00125442,0.00125442
27,28135.6,0.80766,0.46251,0.03272,0.67372,0.64736,0.6652,0.27325,0.73604,0.50152,0.03795,0.00123791,0.00123791,0.00123791
28,29172.7,0.82936,0.44739,0.0337,0.70315,0.65925,0.66694,0.28029,0.72196,0.50281,0.03597,0.00122141,0.00122141,0.00122141
29,30209.2,0.80702,0.46426,0.03412,0.70313,0.61906,0.6399,0.25969,0.76383,0.50336,0.04039,0.00120491,0.00120491,0.00120491
30,31245.4,0.7972,0.46301,0.03246,0.73351,0.59859,0.65478,0.27344,0.72021,0.50925,0.03521,0.0011884,0.0011884,0.0011884
31,32281.8,0.8433,0.45146,0.03557,0.7143,0.59718,0.63958,0.25179,0.77786,0.49042,0.0406,0.0011719,0.0011719,0.0011719
32,33318,0.82013,0.47224,0.03607,0.67798,0.66066,0.67092,0.27754,0.74293,0.48795,0.03876,0.0011554,0.0011554,0.0011554
33,34354,0.81317,0.46335,0.03377,0.71492,0.5955,0.63372,0.2601,0.79545,0.4828,0.03565,0.00113889,0.00113889,0.00113889
34,35390.1,0.79956,0.4608,0.03183,0.709,0.63904,0.65928,0.27837,0.72347,0.5184,0.03634,0.00112239,0.00112239,0.00112239
35,36425.6,0.78802,0.45687,0.03138,0.71918,0.65774,0.68229,0.27975,0.72211,0.50314,0.0354,0.00110589,0.00110589,0.00110589
36,37461.1,0.8014,0.45141,0.03315,0.73058,0.64086,0.67995,0.28625,0.70994,0.505,0.03421,0.00108938,0.00108938,0.00108938
37,38496.3,0.78794,0.45419,0.03035,0.70114,0.66615,0.68149,0.27997,0.73376,0.507,0.03595,0.00107288,0.00107288,0.00107288
38,39531.4,0.79156,0.46088,0.03073,0.66008,0.60395,0.61412,0.23825,0.77661,0.49373,0.04054,0.00105638,0.00105638,0.00105638
39,40566.6,0.79304,0.46857,0.03199,0.7094,0.62672,0.66346,0.27774,0.72968,0.49646,0.0347,0.00103987,0.00103987,0.00103987
40,41601.1,0.79185,0.45571,0.02998,0.6906,0.65972,0.66967,0.27759,0.73501,0.49144,0.03801,0.00102337,0.00102337,0.00102337
41,42636,0.80954,0.44656,0.03065,0.68496,0.63942,0.6452,0.27096,0.71513,0.51217,0.03567,0.00100687,0.00100687,0.00100687
42,43671.1,0.77946,0.45565,0.03073,0.67551,0.65531,0.66203,0.27984,0.70919,0.5202,0.02956,0.000990365,0.000990365,0.000990365
43,44705,0.78586,0.45811,0.03203,0.68497,0.62227,0.64299,0.27543,0.73014,0.50864,0.03917,0.000973861,0.000973861,0.000973861
44,45738.7,0.77683,0.45884,0.03122,0.70421,0.6347,0.66118,0.27539,0.71461,0.5053,0.03555,0.000957358,0.000957358,0.000957358
45,46772.8,0.76723,0.45339,0.02897,0.72057,0.63418,0.6719,0.28138,0.70649,0.51236,0.03426,0.000940855,0.000940855,0.000940855
46,47805.9,0.76691,0.4539,0.02965,0.68841,0.65933,0.68341,0.29033,0.7005,0.50942,0.03321,0.000924352,0.000924352,0.000924352
47,48839.3,0.76788,0.4521,0.02992,0.72671,0.61958,0.65742,0.27405,0.71648,0.53075,0.03627,0.000907848,0.000907848,0.000907848
48,49873.2,0.76579,0.4612,0.03051,0.71537,0.63947,0.67098,0.27647,0.72444,0.50559,0.03631,0.000891345,0.000891345,0.000891345
49,50906.8,0.76399,0.45788,0.03055,0.70478,0.63867,0.65359,0.27196,0.72627,0.52419,0.04198,0.000874842,0.000874842,0.000874842
50,51940.3,0.76443,0.46013,0.03123,0.7038,0.6447,0.66387,0.28044,0.7182,0.52429,0.03764,0.000858338,0.000858338,0.000858338
51,52974.7,0.7618,0.46695,0.03066,0.68973,0.63724,0.65391,0.26358,0.71729,0.51887,0.03551,0.000841835,0.000841835,0.000841835
52,54008.7,0.76021,0.4605,0.03011,0.70874,0.62744,0.64849,0.26882,0.70688,0.51998,0.03342,0.000825332,0.000825332,0.000825332
53,55042.2,0.76402,0.47942,0.03198,0.70791,0.64321,0.64961,0.27246,0.72882,0.51857,0.03878,0.000808828,0.000808828,0.000808828
54,56075.3,0.74697,0.4556,0.02794,0.68616,0.65199,0.66404,0.28469,0.70252,0.53585,0.03307,0.000792325,0.000792325,0.000792325
55,57108.3,0.74989,0.44783,0.02977,0.73934,0.62303,0.67748,0.29334,0.70867,0.51307,0.03797,0.000775822,0.000775822,0.000775822
56,58141.6,0.73585,0.4499,0.02864,0.71396,0.63774,0.67454,0.28745,0.70954,0.52805,0.03413,0.000759318,0.000759318,0.000759318
57,59174.8,0.73125,0.45411,0.02723,0.70264,0.6619,0.67064,0.28456,0.69833,0.54597,0.03261,0.000742815,0.000742815,0.000742815
58,60208.2,0.74135,0.44855,0.02805,0.70287,0.6701,0.68811,0.29137,0.69739,0.5251,0.03349,0.000726312,0.000726312,0.000726312
59,61241.6,0.75794,0.45929,0.02994,0.71011,0.62437,0.65591,0.28018,0.73095,0.51139,0.03943,0.000709809,0.000709809,0.000709809
60,62274.8,0.76911,0.45086,0.03122,0.69668,0.63322,0.65623,0.27412,0.7218,0.51911,0.0356,0.000693305,0.000693305,0.000693305
61,63307.8,0.7359,0.4563,0.02778,0.72049,0.6633,0.68517,0.28787,0.70045,0.5215,0.0344,0.000676802,0.000676802,0.000676802
62,64340.8,0.73098,0.46312,0.02839,0.73088,0.64972,0.67957,0.28262,0.71201,0.52454,0.03547,0.000660299,0.000660299,0.000660299
63,65374.3,0.73766,0.44842,0.02722,0.73501,0.63069,0.65849,0.27713,0.72017,0.53354,0.0358,0.000643795,0.000643795,0.000643795
64,66407,0.71436,0.45112,0.02617,0.74157,0.62729,0.67467,0.28405,0.71148,0.52518,0.0347,0.000627292,0.000627292,0.000627292
65,67439.6,0.71727,0.45793,0.02727,0.71151,0.65821,0.6709,0.28107,0.70966,0.5194,0.03604,0.000610789,0.000610789,0.000610789
66,68472.3,0.70917,0.44799,0.02608,0.71578,0.6497,0.6715,0.28196,0.70661,0.52835,0.03541,0.000594286,0.000594286,0.000594286
67,69505.1,0.72412,0.44251,0.0284,0.72818,0.65189,0.68167,0.28911,0.70368,0.52434,0.03438,0.000577782,0.000577782,0.000577782
68,70537.9,0.70701,0.44375,0.026,0.72119,0.65635,0.67256,0.27862,0.70753,0.53708,0.03459,0.000561279,0.000561279,0.000561279
69,71572.6,0.71186,0.43937,0.02597,0.73144,0.63549,0.66277,0.27802,0.70851,0.54186,0.03466,0.000544776,0.000544776,0.000544776
70,72610.6,0.71499,0.44055,0.02683,0.73476,0.63607,0.6702,0.28013,0.70642,0.52893,0.034,0.000528272,0.000528272,0.000528272
71,73649.7,0.69424,0.44002,0.02498,0.73851,0.64605,0.68144,0.29104,0.70073,0.52481,0.03394,0.000511769,0.000511769,0.000511769
72,74689.4,0.70004,0.44281,0.02527,0.74738,0.63658,0.67908,0.28494,0.71542,0.53169,0.03688,0.000495266,0.000495266,0.000495266
73,75729.6,0.68341,0.43729,0.02477,0.75437,0.63334,0.66605,0.28427,0.70562,0.55078,0.03379,0.000478762,0.000478762,0.000478762
74,76771.7,0.6812,0.441,0.02453,0.73077,0.64933,0.67033,0.28956,0.70091,0.5327,0.03413,0.000462259,0.000462259,0.000462259
75,77811.5,0.68149,0.44762,0.02443,0.73511,0.65414,0.68494,0.29378,0.70009,0.52552,0.03463,0.000445756,0.000445756,0.000445756
76,78852.1,0.68198,0.44383,0.02504,0.72634,0.65035,0.69093,0.29902,0.70728,0.53109,0.0359,0.000429253,0.000429253,0.000429253
77,79893,0.67693,0.44684,0.02583,0.73675,0.65992,0.68758,0.29369,0.70352,0.53155,0.03677,0.000412749,0.000412749,0.000412749
78,80933.4,0.66744,0.43933,0.02404,0.75922,0.64685,0.68719,0.29189,0.70462,0.54272,0.0363,0.000396246,0.000396246,0.000396246
79,81975.7,0.66103,0.43613,0.02303,0.73954,0.64958,0.68184,0.28978,0.70539,0.54129,0.03519,0.000379743,0.000379743,0.000379743
80,83019.4,0.66904,0.43713,0.02394,0.76992,0.64909,0.68928,0.29405,0.69938,0.54246,0.03531,0.000363239,0.000363239,0.000363239
81,84064.7,0.65708,0.4384,0.02474,0.73952,0.64953,0.67612,0.28885,0.70185,0.55497,0.03642,0.000346736,0.000346736,0.000346736
82,85107.2,0.66025,0.44106,0.02426,0.75623,0.64418,0.68328,0.28931,0.70072,0.5413,0.03416,0.000330233,0.000330233,0.000330233
83,86148.8,0.65318,0.43532,0.0243,0.74284,0.63622,0.67419,0.2876,0.70043,0.54668,0.03414,0.000313729,0.000313729,0.000313729
84,87189.3,0.64892,0.44124,0.02335,0.72189,0.63665,0.66738,0.28357,0.71296,0.5329,0.03755,0.000297226,0.000297226,0.000297226
85,88226.7,0.64215,0.43344,0.02376,0.73602,0.62845,0.66537,0.2839,0.7061,0.53714,0.03596,0.000280723,0.000280723,0.000280723
86,89264.5,0.63315,0.4348,0.02336,0.73065,0.65154,0.67519,0.2898,0.7043,0.54175,0.03626,0.00026422,0.00026422,0.00026422
87,90301.9,0.62474,0.43627,0.02317,0.71053,0.656,0.66727,0.28758,0.70341,0.54197,0.03657,0.000247716,0.000247716,0.000247716
88,91338.8,0.62503,0.43342,0.02323,0.75222,0.62932,0.66974,0.2875,0.70583,0.53924,0.03666,0.000231213,0.000231213,0.000231213
89,92376.4,0.62263,0.43027,0.02318,0.71642,0.66207,0.67007,0.28744,0.70692,0.55119,0.03591,0.00021471,0.00021471,0.00021471
90,93416.9,0.6162,0.432,0.02206,0.73019,0.64584,0.67065,0.28831,0.70411,0.55381,0.03544,0.000198206,0.000198206,0.000198206
91,94480.6,0.6089,0.43141,0.02129,0.76282,0.61798,0.67321,0.289,0.70917,0.55283,0.03628,0.000181703,0.000181703,0.000181703
92,95521.1,0.60186,0.42947,0.02179,0.76166,0.6168,0.66588,0.28603,0.70834,0.55663,0.03632,0.0001652,0.0001652,0.0001652
93,96562.9,0.59697,0.43006,0.02173,0.76206,0.62249,0.66518,0.28543,0.70652,0.55648,0.03596,0.000148696,0.000148696,0.000148696
94,97605.1,0.59141,0.4294,0.02175,0.74972,0.6316,0.66504,0.28501,0.70519,0.56155,0.0343,0.000132193,0.000132193,0.000132193
95,98647.4,0.58766,0.42661,0.02174,0.74334,0.6496,0.6684,0.28431,0.70476,0.56412,0.03509,0.00011569,0.00011569,0.00011569
96,99689.1,0.57858,0.42635,0.0207,0.73727,0.64621,0.66329,0.28326,0.70242,0.56005,0.03579,9.91865e-05,9.91865e-05,9.91865e-05
97,100731,0.56988,0.42656,0.02062,0.74161,0.6389,0.6634,0.28345,0.70278,0.55548,0.03506,8.26832e-05,8.26832e-05,8.26832e-05
98,101773,0.56335,0.4269,0.01982,0.73657,0.63088,0.6538,0.28115,0.7066,0.55462,0.03661,6.61799e-05,6.61799e-05,6.61799e-05
99,102815,0.55789,0.42328,0.02017,0.75283,0.62335,0.64958,0.28061,0.70713,0.55329,0.03671,4.96766e-05,4.96766e-05,4.96766e-05
100,103858,0.56026,0.42256,0.02051,0.73726,0.61817,0.6473,0.27846,0.70292,0.55665,0.03553,3.31733e-05,3.31733e-05,3.31733e-05
