epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,601.859,2.13705,3.98652,1.57951,1.04794,0.79974,0.27176,0.54563,0.21211,0.22577,0.03369,0.12033,0.08097,2.2262,5.10072,1.58314,1.08167,0.00144786,0.00144786,0.00144786
14,637.879,2.1345,4.00535,1.51185,1.04399,0.41519,0.31467,0.34124,0.11371,0.14578,0.07895,0.08379,0.03765,2.47822,4.59174,1.82731,1.13221,0.00143893,0.00143893,0.00143893
15,673.882,2.1409,4.06175,1.53239,1.05277,0.57147,0.27322,0.39933,0.13058,0.14625,0.06444,0.0821,0.03274,2.40128,4.67416,2.11571,1.11868,0.00142933,0.00142933,0.00142933
16,727.245,2.13247,3.99721,1.51756,1.03718,0.68159,0.28513,0.49102,0.19213,0.19007,0.05515,0.10072,0.05386,2.24163,4.50125,1.68776,1.0545,0.00141907,0.00141907,0.00141907
17,763.746,2.08163,3.93904,1.47977,1.03814,0.5281,0.15596,0.34407,0.16179,0.25833,0.09486,0.15695,0.03432,2.33219,4.2693,2.37299,1.07668,0.00140816,0.00140816,0.00140816
18,799.486,2.07751,3.98639,1.46965,1.02081,0.58003,0.17435,0.37135,0.17173,0.13571,0.03884,0.07216,0.02779,2.38311,4.66462,2.33696,1.07215,0.0013966,0.0013966,0.0013966
19,856.108,2.07559,3.98716,1.49753,1.02727,0.60799,0.30377,0.44032,0.18968,0.23892,0.12547,0.14607,0.05047,2.35735,4.16979,1.58904,1.08225,0.00138441,0.00138441,0.00138441
20,892.799,2.0496,3.95157,1.46237,1.03152,0,0,0,0,0,0,0,0,2.96758,4.82192,4.46042,1.16051,0.00137161,0.00137161,0.00137161
21,934.438,2.02839,3.93291,1.4063,1.02134,0.4772,0.30251,0.39618,0.16237,0.11893,0.06424,0.07091,0.02709,2.47746,4.69963,1.87617,1.12179,0.0013582,0.0013582,0.0013582
22,989.887,2.00587,3.91652,1.42335,1.01838,0.42681,0.21059,0.29727,0.13411,0.1372,0.05482,0.08642,0.0356,2.24838,4.59864,1.95055,1.06973,0.00134419,0.00134419,0.00134419
23,1025.96,2.0148,3.96376,1.3854,1.00398,0.61655,0.38794,0.50194,0.19257,0.15,0.08918,0.08869,0.02603,2.28649,4.5639,1.59307,1.08604,0.00132961,0.00132961,0.00132961
24,1061.47,2.00049,3.90406,1.37309,1.02346,0.5801,0.28218,0.42165,0.18922,0.23569,0.1099,0.14976,0.05282,2.32648,4.34106,1.66347,1.06973,0.00131446,0.00131446,0.00131446
25,1116.64,2.01737,3.929,1.41391,1.02584,0.57834,0.18972,0.36766,0.15559,0.23327,0.06872,0.13938,0.04494,2.24193,4.10536,2.07771,1.06504,0.00129876,0.00129876,0.00129876
26,1153.24,1.98302,3.94067,1.35102,1.01132,0.46887,0.23993,0.34933,0.14543,0.20178,0.06972,0.11887,0.0522,2.19161,4.39019,2.83725,1.05728,0.00128253,0.00128253,0.00128253
27,1189.6,1.97168,3.86948,1.34732,1.00264,0.78416,0.32029,0.55583,0.22505,0.24996,0.07059,0.13622,0.04948,2.18629,4.92651,1.52228,1.0647,0.00126578,0.00126578,0.00126578
28,1244.22,2.03392,4.00292,1.41667,1.00824,0.53198,0.42819,0.50586,0.21602,0.22707,0.12628,0.15151,0.05548,2.05542,4.22576,1.69582,1.02423,0.00124852,0.00124852,0.00124852
29,1281.64,1.98327,3.90907,1.37706,1.01596,0.60207,0.41916,0.52218,0.21891,0.15691,0.08717,0.1,0.03193,2.0683,4.47579,1.34487,1.04383,0.00123079,0.00123079,0.00123079
30,1318.01,1.95993,3.92181,1.34474,1.00768,0.7165,0.34462,0.53067,0.23729,0.18655,0.07721,0.11744,0.03149,2.0943,4.5053,1.49843,1.03739,0.00121258,0.00121258,0.00121258
31,1367.01,1.95403,3.92417,1.33362,1.01381,0.69881,0.39777,0.56906,0.22468,0.22475,0.10475,0.13668,0.05973,2.16063,4.50136,1.36842,1.06984,0.00119393,0.00119393,0.00119393
32,1405.39,1.95648,3.94217,1.33653,1.00352,0.63512,0.41615,0.52823,0.22893,0.16908,0.08884,0.10337,0.03941,2.11043,4.9127,1.32735,1.06573,0.00117485,0.00117485,0.00117485
33,1441.91,1.92872,3.85795,1.29137,1.01189,0.59298,0.36454,0.47277,0.21107,0.25369,0.11498,0.15238,0.04643,2.14241,4.16732,1.37282,1.0476,0.00115535,0.00115535,0.00115535
34,1498.38,1.98298,3.98406,1.33465,1.00105,0.5699,0.28278,0.41759,0.18322,0.20786,0.10141,0.12478,0.02851,2.17115,4.37691,1.69462,1.06055,0.00113546,0.00113546,0.00113546
35,1538.7,1.95309,3.91099,1.33126,1.00176,0.69218,0.41548,0.55369,0.23677,0.2238,0.11237,0.13555,0.05553,2.10781,4.27354,1.3796,1.04021,0.0011152,0.0011152,0.0011152
36,1577.02,1.93119,3.88699,1.31956,1.01922,0.58574,0.39275,0.48933,0.20483,0.18013,0.10402,0.10299,0.03643,2.23843,4.30528,1.45292,1.07343,0.00109459,0.00109459,0.00109459
37,1631.24,1.90671,3.84846,1.30193,1.00953,0.63699,0.40057,0.52796,0.23095,0.14394,0.08202,0.08863,0.03398,2.08008,4.50695,1.47328,1.04171,0.00107364,0.00107364,0.00107364
38,1669.44,1.91935,3.9247,1.25408,1.00294,0.54901,0.31915,0.4383,0.19516,0.18954,0.09486,0.12511,0.04573,2.12965,4.31094,1.74553,1.03814,0.00105238,0.00105238,0.00105238
39,1704.15,1.92212,3.99975,1.26701,0.98452,0.71429,0.37316,0.56324,0.23714,0.19793,0.08537,0.11809,0.05003,2.10032,4.47353,1.43175,1.04496,0.00103083,0.00103083,0.00103083
40,1763.9,1.88177,3.87489,1.24277,0.98995,0.65061,0.40927,0.56399,0.23464,0.14794,0.07868,0.08267,0.03703,2.16478,4.85775,1.47663,1.07115,0.00100901,0.00100901,0.00100901
41,1803.14,1.9099,3.95616,1.23258,0.99588,0.63436,0.40446,0.54133,0.22148,0.14879,0.07654,0.09177,0.04083,2.06627,4.50921,1.36246,1.04875,0.000986945,0.000986945,0.000986945
42,1859.74,1.96189,3.98598,1.30019,0.99526,0.73013,0.37557,0.54515,0.22046,0.18287,0.07527,0.10454,0.0393,2.15618,4.52909,1.37537,1.04813,0.000964651,0.000964651,0.000964651
43,1900.28,1.94133,3.93239,1.28256,1.0011,0.63165,0.28552,0.45,0.18089,0.2434,0.10509,0.14551,0.05794,2.25814,4.42896,1.71381,1.06587,0.000942152,0.000942152,0.000942152
44,1938.02,1.90455,3.95701,1.23115,0.98407,0.57548,0.42658,0.51794,0.21912,0.18632,0.1085,0.11634,0.04717,2.12822,4.41194,1.35416,1.07202,0.000919471,0.000919471,0.000919471
45,1991.91,1.8931,3.85739,1.22558,0.98165,0.62123,0.46609,0.55165,0.22954,0.21008,0.13564,0.13429,0.05574,2.0913,4.24618,1.3272,1.03835,0.000896631,0.000896631,0.000896631
46,2027.85,1.89579,3.91051,1.25512,0.98972,0.70181,0.41548,0.5723,0.24648,0.23101,0.11311,0.1437,0.04243,2.01448,4.27517,1.3482,1.00885,0.000873653,0.000873653,0.000873653
47,2064.44,1.90108,3.92355,1.23949,0.99061,0.62085,0.40031,0.52552,0.23323,0.1973,0.09947,0.11947,0.04042,2.16536,4.4104,1.32455,1.08744,0.00085056,0.00085056,0.00085056
48,2120.12,1.84601,3.8828,1.21031,0.97853,0.5835,0.43199,0.52051,0.22434,0.20894,0.13336,0.12794,0.0478,2.06831,4.49449,1.26441,1.0338,0.000827375,0.000827375,0.000827375
49,2161.92,1.88988,3.90222,1.19497,0.98338,0.68386,0.42812,0.56772,0.2424,0.20451,0.10255,0.12829,0.05566,2.09038,4.44439,1.25439,1.04954,0.000804122,0.000804122,0.000804122
50,2201.89,1.82255,3.81457,1.17187,0.97101,0.73117,0.41595,0.58217,0.25393,0.1514,0.07962,0.09086,0.03209,2.12284,4.70027,1.37616,1.04811,0.000780822,0.000780822,0.000780822
51,2253.3,1.83945,3.87021,1.1848,0.98376,0.765,0.39476,0.58918,0.2725,0.15389,0.05502,0.08832,0.03627,2.04624,4.56876,1.25953,1.04647,0.0007575,0.0007575,0.0007575
52,2294.89,1.83984,3.89009,1.17954,0.98546,0.643,0.43587,0.54122,0.22646,0.22839,0.12955,0.13853,0.05351,2.0807,4.26885,1.40211,1.05596,0.000734178,0.000734178,0.000734178
53,2333.21,1.82682,3.85357,1.14069,0.97738,0.54131,0.43614,0.49874,0.20946,0.16644,0.10301,0.10091,0.03619,2.23135,4.53245,1.49042,1.09612,0.000710878,0.000710878,0.000710878
54,2385.34,1.85936,3.91169,1.15236,0.97756,0.62529,0.4582,0.551,0.23855,0.19138,0.1206,0.11816,0.04925,2.03527,4.45215,1.23847,1.02956,0.000687625,0.000687625,0.000687625
55,2421.02,1.83418,3.86185,1.17355,0.98045,0.6494,0.45212,0.56836,0.24054,0.23592,0.13356,0.15357,0.04203,2.07274,4.25942,1.21456,1.03393,0.00066444,0.00066444,0.00066444
56,2474.32,1.85358,3.89341,1.1932,0.98147,0.76147,0.44142,0.61394,0.27924,0.25616,0.11979,0.15683,0.05737,1.96401,4.31766,1.21024,1.02814,0.000641347,0.000641347,0.000641347
57,2514.66,1.86291,3.89778,1.1741,0.97844,0.72143,0.44697,0.61266,0.26256,0.18942,0.10168,0.11461,0.03964,2.06199,4.55139,1.24642,1.03505,0.000618369,0.000618369,0.000618369
58,2553.09,1.7994,3.87848,1.1527,0.96637,0.7191,0.43648,0.59939,0.25467,0.23469,0.11131,0.14282,0.06085,2.03559,4.41917,1.23235,1.04395,0.000595529,0.000595529,0.000595529
59,2607.82,1.78066,3.85375,1.12235,0.96225,0.71338,0.46656,0.61152,0.27321,0.22498,0.11979,0.13807,0.06006,2.00048,4.43724,1.18238,1.03884,0.000572848,0.000572848,0.000572848
60,2647.32,1.77855,3.85283,1.14236,0.9602,0.72564,0.42665,0.58984,0.25334,0.22321,0.10716,0.13404,0.05329,2.04301,4.32943,1.27151,1.04459,0.000550349,0.000550349,0.000550349
61,2684.55,1.82575,3.87165,1.14017,0.98284,0.69264,0.43326,0.58249,0.24829,0.22638,0.11598,0.13973,0.04216,2.02212,4.21551,1.24585,1.0455,0.000528055,0.000528055,0.000528055
62,2737.32,1.79984,3.83798,1.12461,0.96737,0.7515,0.47926,0.63904,0.2871,0.24252,0.12347,0.14714,0.07039,1.94572,4.36601,1.1706,1.02309,0.000505987,0.000505987,0.000505987
63,2772.94,1.8001,3.87758,1.11227,0.9679,0.72832,0.41736,0.58393,0.25229,0.22975,0.10168,0.13442,0.05131,2.06811,4.52735,1.26221,1.04758,0.000484168,0.000484168,0.000484168
64,2811.76,1.80475,3.88105,1.12623,0.96311,0.74674,0.4475,0.61123,0.26953,0.22827,0.10382,0.13221,0.05721,1.99565,4.44238,1.23208,1.03027,0.000462618,0.000462618,0.000462618
65,2865.3,1.74789,3.8058,1.09095,0.96125,0.67726,0.43661,0.56961,0.25348,0.19918,0.097,0.12133,0.04965,1.99363,4.57471,1.232,1.04518,0.000441359,0.000441359,0.000441359
66,2905.67,1.76003,3.84053,1.09255,0.9645,0.73767,0.4475,0.60831,0.26876,0.23245,0.1085,0.13594,0.05921,2.00263,4.31253,1.23095,1.03849,0.000420412,0.000420412,0.000420412
67,2942.5,1.80373,3.89708,1.13202,0.97556,0.72474,0.44336,0.6015,0.25466,0.24026,0.11344,0.14394,0.04893,2.04685,4.36277,1.18996,1.05125,0.000399798,0.000399798,0.000399798
68,2996.08,1.76007,3.83822,1.10664,0.95654,0.77002,0.42624,0.60996,0.27631,0.23804,0.10596,0.14326,0.04615,1.96686,4.29313,1.18766,1.02685,0.000379537,0.000379537,0.000379537
69,3034.09,1.73962,3.81546,1.06572,0.9565,0.75093,0.46843,0.63554,0.28026,0.25475,0.13109,0.15769,0.05851,1.91956,4.32336,1.20591,1.01984,0.000359649,0.000359649,0.000359649
70,3072.01,1.76863,3.78889,1.099,0.96285,0.7568,0.4475,0.61895,0.27088,0.25312,0.11612,0.1519,0.05687,2.00964,4.42416,1.2098,1.04037,0.000340153,0.000340153,0.000340153
71,3121.83,1.72674,3.82758,1.07573,0.95146,0.68112,0.44436,0.57635,0.24711,0.2625,0.14092,0.16304,0.06135,2.08932,4.37036,1.26357,1.0645,0.000321069,0.000321069,0.000321069
72,3165.35,1.73091,3.79601,1.06612,0.95941,0.71187,0.44884,0.60435,0.26241,0.22458,0.11458,0.14341,0.05932,2.00215,4.44805,1.23275,1.0294,0.000302417,0.000302417,0.000302417
73,3215.56,1.77348,3.87511,1.07605,0.96305,0.71995,0.43554,0.59071,0.26026,0.23497,0.11645,0.14454,0.05605,2.01221,4.36033,1.22608,1.03125,0.000284213,0.000284213,0.000284213
74,3257.56,1.71711,3.80079,1.05604,0.95925,0.7043,0.45586,0.60691,0.26145,0.17708,0.09065,0.11028,0.04327,1.98043,4.48411,1.18779,1.03269,0.000266476,0.000266476,0.000266476
75,3294.31,1.75308,3.81016,1.06831,0.96322,0.72965,0.46622,0.61811,0.28237,0.241,0.12815,0.14984,0.06016,1.96801,4.39404,1.24441,1.0231,0.000249224,0.000249224,0.000249224
76,3343.59,1.7311,3.77451,1.06088,0.96918,0.7448,0.46402,0.62853,0.28067,0.23769,0.12588,0.14644,0.06282,1.95249,4.38311,1.20834,1.02206,0.000232473,0.000232473,0.000232473
77,3385.5,1.70387,3.80434,1.03257,0.95861,0.73826,0.4471,0.60906,0.27789,0.23404,0.11913,0.14001,0.05463,1.99725,4.32797,1.22003,1.03706,0.000216241,0.000216241,0.000216241
78,3423.6,1.69568,3.76978,1.06913,0.95487,0.71475,0.46301,0.61376,0.27449,0.22533,0.11705,0.14364,0.05149,1.95666,4.37566,1.22383,1.02269,0.000200543,0.000200543,0.000200543
79,3471.05,1.74646,3.86815,1.07186,0.95677,0.71499,0.459,0.61353,0.27864,0.22929,0.11946,0.14524,0.0611,1.95769,4.3927,1.21913,1.02437,0.000185394,0.000185394,0.000185394
80,3511.42,1.7012,3.74484,1.05054,0.95259,0.76575,0.43741,0.62478,0.27605,0.25161,0.11572,0.1536,0.06373,2.0031,4.41884,1.25245,1.03363,0.00017081,0.00017081,0.00017081
81,3549.18,1.68888,3.79149,1.03856,0.94887,0.75845,0.45091,0.62183,0.28069,0.23667,0.11144,0.14329,0.06079,1.99801,4.45138,1.21661,1.0376,0.000156805,0.000156805,0.000156805
82,3599.11,1.69334,3.75424,1.03923,0.9439,0.77525,0.46074,0.63735,0.28663,0.23418,0.10749,0.13973,0.06113,1.99328,4.53503,1.23933,1.04491,0.000143393,0.000143393,0.000143393
83,3639.22,1.72532,3.83192,1.07088,0.95843,0.74762,0.45265,0.62177,0.27987,0.23214,0.11104,0.14132,0.06028,1.97999,4.39709,1.22461,1.03454,0.000130587,0.000130587,0.000130587
84,3678.88,1.74929,3.87137,1.05747,0.95372,0.74936,0.46141,0.62924,0.28279,0.222,0.10529,0.13455,0.06122,1.97443,4.45016,1.20366,1.02573,0.000118399,0.000118399,0.000118399
85,3729.93,1.66511,3.79363,1.02055,0.94347,0.74308,0.45278,0.62397,0.27924,0.23222,0.11217,0.13993,0.05713,1.98735,4.42105,1.23362,1.02457,0.000106842,0.000106842,0.000106842
86,3774.96,1.84402,3.76655,1.04921,0.99699,0.82707,0.40385,0.63086,0.29713,0.2711,0.10542,0.15539,0.06285,1.99476,4.47931,1.2615,1.03243,9.59277e-05,9.59277e-05,9.59277e-05
87,3808.17,1.81505,3.80186,1.03133,0.99655,0.76648,0.4348,0.61732,0.28372,0.27208,0.11832,0.16291,0.06785,2.00229,4.39231,1.24347,1.03452,8.56659e-05,8.56659e-05,8.56659e-05
88,3841.67,1.79617,3.77389,1.01162,0.99764,0.69762,0.48213,0.61452,0.27032,0.21932,0.11986,0.13412,0.05191,2.02046,4.49043,1.21267,1.04595,7.60672e-05,7.60672e-05,7.60672e-05
89,3875.31,1.7876,3.74301,0.99739,0.98937,0.68133,0.48053,0.6018,0.26422,0.239,0.14286,0.1498,0.05009,2.01731,4.39836,1.21756,1.03937,6.7141e-05,6.7141e-05,6.7141e-05
90,3908.23,1.81146,3.78769,1.01558,0.9903,0.70176,0.4695,0.60982,0.26974,0.23414,0.12855,0.14324,0.05531,2.01414,4.40127,1.2243,1.03994,5.8896e-05,5.8896e-05,5.8896e-05
91,3940.92,1.81253,3.857,1.02515,0.98005,0.71309,0.46763,0.61307,0.27766,0.21888,0.11511,0.13294,0.05657,1.98675,4.43624,1.23529,1.03248,5.13405e-05,5.13405e-05,5.13405e-05
92,3975.49,1.78971,3.77859,1.00385,0.99347,0.70876,0.46435,0.60989,0.27317,0.20394,0.10743,0.12394,0.0545,1.99433,4.45825,1.21772,1.03591,4.44819e-05,4.44819e-05,4.44819e-05
93,4008.65,1.78188,3.77459,0.98597,0.97865,0.7208,0.46361,0.61092,0.27458,0.2171,0.11645,0.13307,0.05268,2.01441,4.44545,1.2254,1.04248,3.8327e-05,3.8327e-05,3.8327e-05
94,4041.54,1.78928,3.72714,0.99838,0.98735,0.70769,0.46656,0.61166,0.27507,0.2148,0.11578,0.13141,0.05737,1.99455,4.459,1.23208,1.0411,3.28818e-05,3.28818e-05,3.28818e-05
95,4074.66,1.78569,3.76823,0.98279,0.98599,0.70996,0.47084,0.61218,0.27718,0.21659,0.11652,0.13357,0.05183,2.00422,4.44114,1.22915,1.04207,2.81517e-05,2.81517e-05,2.81517e-05
96,4108.55,1.7814,3.78596,0.97907,0.99348,0.71825,0.47745,0.62037,0.27947,0.2241,0.12414,0.13943,0.05606,2.00559,4.44279,1.24879,1.04171,2.41414e-05,2.41414e-05,2.41414e-05
97,4141.52,1.76154,3.72818,0.99051,0.98651,0.71829,0.46475,0.61431,0.27741,0.22716,0.12053,0.13913,0.05738,2.0059,4.41931,1.24226,1.04255,2.08548e-05,2.08548e-05,2.08548e-05
98,4174.52,1.76839,3.79846,1.00061,0.9851,0.71624,0.46509,0.61288,0.27704,0.2104,0.11177,0.1305,0.054,2.0054,4.45677,1.23246,1.04599,1.82952e-05,1.82952e-05,1.82952e-05
99,4208.01,1.75774,3.78091,0.97859,0.97995,0.71789,0.46943,0.61433,0.27871,0.21357,0.11217,0.1319,0.05485,1.9971,4.45719,1.23012,1.04677,1.64652e-05,1.64652e-05,1.64652e-05
100,4241.54,1.75276,3.7266,0.97311,0.98611,0.71442,0.47451,0.61523,0.27746,0.20964,0.11003,0.12909,0.05459,1.99521,4.44632,1.2412,1.04269,1.53664e-05,1.53664e-05,1.53664e-05
