epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1417.16,1.78014,1.16186,1.05571,0.59051,0.43914,0.44389,0.1481,2.23427,1.89032,1.25136,0.000990365,0.000990365,0.000990365
43,1450.07,1.82115,1.18843,1.09025,0.54333,0.44503,0.45589,0.17354,2.06258,2.19355,1.16886,0.000973861,0.000973861,0.000973861
44,1482.88,1.83927,1.18578,1.07709,0.51754,0.41179,0.4012,0.13419,2.17023,2.21718,1.19843,0.000957358,0.000957358,0.000957358
45,1515.79,1.76021,1.16207,1.05695,0.58205,0.47015,0.49083,0.18501,2.07861,1.98367,1.18415,0.000940855,0.000940855,0.000940855
46,1548.87,1.7684,1.16439,1.07542,0.58293,0.39085,0.40613,0.13427,2.21273,2.02507,1.21945,0.000924352,0.000924352,0.000924352
47,1581.79,1.75698,1.14406,1.0482,0.5006,0.41259,0.43348,0.14213,2.16211,2.35804,1.20931,0.000907848,0.000907848,0.000907848
48,1614.68,1.79198,1.17685,1.06042,0.6107,0.39217,0.45199,0.17295,2.03565,2.33117,1.17499,0.000891345,0.000891345,0.000891345
49,1647.57,1.7298,1.10071,1.05454,0.57344,0.43069,0.44034,0.14658,2.15033,1.97238,1.20396,0.000874842,0.000874842,0.000874842
50,1680.41,1.75262,1.14519,1.05834,0.61556,0.46019,0.47145,0.16726,2.07051,1.89901,1.16087,0.000858338,0.000858338,0.000858338
51,1713.27,1.7615,1.14622,1.05394,0.58285,0.45005,0.46861,0.17353,2.11202,1.97265,1.22033,0.000841835,0.000841835,0.000841835
52,1746.16,1.74246,1.11072,1.04329,0.61573,0.41354,0.44418,0.15034,2.16334,1.91582,1.22058,0.000825332,0.000825332,0.000825332
53,1778.91,1.75091,1.13197,1.04521,0.60721,0.41909,0.46871,0.18125,2.01216,2.19313,1.17786,0.000808828,0.000808828,0.000808828
54,1811.8,1.73201,1.10621,1.04379,0.59067,0.43287,0.46153,0.17043,2.09909,1.9444,1.14859,0.000792325,0.000792325,0.000792325
55,1844.82,1.72587,1.11408,1.0485,0.53755,0.45546,0.44084,0.15325,2.1851,1.96517,1.17308,0.000775822,0.000775822,0.000775822
56,1877.76,1.73912,1.11382,1.03685,0.51703,0.43419,0.4243,0.14607,2.20626,1.97039,1.20109,0.000759318,0.000759318,0.000759318
57,1910.57,1.7212,1.09753,1.04909,0.67393,0.41739,0.45117,0.14788,2.23996,2.08057,1.18943,0.000742815,0.000742815,0.000742815
58,1943.39,1.72564,1.08841,1.03734,0.54278,0.44711,0.43929,0.15652,2.09776,2.04313,1.17816,0.000726312,0.000726312,0.000726312
59,1976.32,1.71546,1.09548,1.03597,0.54835,0.47173,0.44127,0.14045,2.25224,1.92862,1.16791,0.000709809,0.000709809,0.000709809
60,2009.07,1.6914,1.07349,1.03143,0.54162,0.45186,0.45553,0.16195,2.08694,1.92901,1.16633,0.000693305,0.000693305,0.000693305
61,2042.01,1.7092,1.08782,1.02127,0.49219,0.44385,0.43299,0.15053,2.10277,2.05646,1.17287,0.000676802,0.000676802,0.000676802
62,2074.94,1.70911,1.09743,1.02016,0.48804,0.42826,0.42759,0.14213,2.14363,2.11877,1.16576,0.000660299,0.000660299,0.000660299
