epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4929.78,1.70354,1.14743,1.00913,0.53599,0.51872,0.47345,0.16596,2.12764,1.59993,1.16641,0.000990365,0.000990365,0.000990365
43,5046.32,1.68564,1.12612,0.99807,0.57566,0.51266,0.49018,0.18494,2.07717,1.57386,1.15155,0.000973861,0.000973861,0.000973861
44,5163.06,1.67296,1.1251,0.99771,0.52193,0.52812,0.45445,0.15992,2.12804,1.59193,1.13527,0.000957358,0.000957358,0.000957358
45,5279.55,1.69417,1.13515,1.00014,0.56907,0.49216,0.45512,0.16196,2.11373,1.67355,1.1476,0.000940855,0.000940855,0.000940855
46,5396.15,1.7122,1.15327,0.99504,0.5726,0.48811,0.46579,0.17268,2.08056,1.73341,1.12001,0.000924352,0.000924352,0.000924352
47,5512.6,1.67869,1.13404,0.99446,0.57524,0.48779,0.47297,0.17339,2.03669,1.66553,1.14491,0.000907848,0.000907848,0.000907848
48,5629.17,1.67101,1.12998,0.99644,0.56163,0.50145,0.44549,0.16431,2.06788,1.81682,1.14971,0.000891345,0.000891345,0.000891345
49,5745.76,1.65641,1.09413,0.99355,0.58889,0.50699,0.48918,0.18438,2.04883,1.63592,1.15032,0.000874842,0.000874842,0.000874842
50,5862.29,1.67329,1.12138,1.00029,0.63431,0.49093,0.51209,0.18667,2.11333,1.64749,1.15366,0.000858338,0.000858338,0.000858338
51,5979.04,1.64372,1.08354,0.99775,0.61005,0.47026,0.47585,0.17056,2.11727,1.75094,1.16132,0.000841835,0.000841835,0.000841835
52,6095.54,1.64367,1.11351,0.99064,0.56249,0.49508,0.47244,0.16108,2.15405,1.70386,1.17354,0.000825332,0.000825332,0.000825332
53,6212.08,1.63255,1.08506,0.9865,0.5587,0.51323,0.48564,0.17953,2.08645,1.73833,1.16206,0.000808828,0.000808828,0.000808828
54,6328.59,1.63788,1.07391,0.98818,0.65715,0.51454,0.53755,0.20769,2.01579,1.66138,1.1368,0.000792325,0.000792325,0.000792325
55,6445.23,1.64462,1.06231,0.98968,0.58986,0.48314,0.48717,0.17611,2.10324,1.5949,1.1646,0.000775822,0.000775822,0.000775822
56,6561.59,1.65144,1.07857,0.98768,0.5847,0.47646,0.46334,0.16436,2.0694,1.66029,1.12398,0.000759318,0.000759318,0.000759318
57,6678.01,1.64072,1.07412,0.98597,0.5939,0.47709,0.48381,0.17741,2.08308,1.6332,1.16321,0.000742815,0.000742815,0.000742815
58,6794.49,1.61453,1.05142,0.97583,0.62417,0.49367,0.48733,0.17988,2.11594,1.62352,1.1866,0.000726312,0.000726312,0.000726312
59,6911.14,1.62733,1.0647,0.9808,0.61475,0.50085,0.52213,0.20147,2.02807,1.55141,1.14876,0.000709809,0.000709809,0.000709809
60,7027.61,1.61826,1.06188,0.97173,0.62923,0.46154,0.46738,0.16727,2.11453,1.68289,1.15252,0.000693305,0.000693305,0.000693305
61,7144.03,1.62269,1.05277,0.98396,0.60403,0.48283,0.49314,0.18118,2.09612,1.57057,1.17106,0.000676802,0.000676802,0.000676802
62,7260.56,1.5949,1.0192,0.97705,0.60021,0.50202,0.49539,0.18207,2.08749,1.63892,1.14737,0.000660299,0.000660299,0.000660299
